院校名称,院校所在地,院校隶属,院校类型,学历层次,经度,纬度
桂林生命与健康职业技术学院,广西,广西壮族自治区教育厅,综合,高职(专科),110.290194,25.273566
广西职业师范学院,广西,广西壮族自治区教育厅,综合,高职(专科),108.327546,22.815478
广西教育学院,广西,广西壮族自治区教育厅,师范,高职(专科),108.341761,22.820386
广西政法管理干部学院,广西,广西壮族自治区教育厅,政法,高职(专科),108.354560,22.827770
崇左幼儿师范高等专科学校,广西,广西壮族自治区教育厅,师范,高职(专科),107.364711,22.376532
陆军特种作战学院,广西,中央军委训练管理部,综合,本科,115.637337,23.068914
海南大学,海南,海南省教育厅,综合,本科,110.328752,20.056739
海南热带海洋学院,海南,海南省教育厅,综合,本科/高职(专科),110.323306,20.057525
海南师范大学,海南,海南省教育厅,师范,本科,110.344988,19.998159
海南医学院,海南,海南省教育厅,医药,本科/高职(专科),110.334001,19.981552
海南职业技术学院,海南,海南省教育厅,综合,高职(专科),110.309418,19.996725
海口经济学院,海南,海南省教育厅,财经,本科/高职(专科),110.490752,19.964424
三亚城市职业学院,海南,海南省教育厅,语言,高职(专科),109.518676,18.317651
海南软件职业技术学院,海南,海南省教育厅,工科,高职(专科), , 
海南政法职业学院,海南,海南省教育厅,政法,高职(专科),110.375763,19.981911
海南外国语职业学院,海南,海南省教育厅,综合,高职(专科), , 
琼台师范学院,海南,海南省教育厅,师范,高职(专科),121.009521,29.209967
海南经贸职业技术学院,海南,海南省教育厅,财经,高职(专科),110.518903,19.981775
海南工商职业学院,海南,海南省教育厅,财经,高职(专科),110.370313,20.011658
三亚学院,海南,海南省教育厅,综合,本科,109.560448,18.327297
三亚航空旅游职业学院,海南,海南省教育厅,综合,高职(专科),109.490125,18.294458
海南科技职业大学,海南,海南省教育厅,工科,高职(专科),110.409675,20.042641
三亚理工职业学院,海南,海南省教育厅,综合,高职(专科),109.553328,18.337668
海南体育职业技术学院,海南,海南省教育厅,体育,高职(专科),110.374989,20.013662
三亚中瑞酒店管理职业学院,海南,海南省教育厅,综合,高职(专科),109.691797,18.307052
海南健康管理职业技术学院,海南,海南省教育厅,综合,高职(专科),110.349228,20.017377
重庆大学,重庆,教育部,综合,本科,106.467730,29.561465
重庆邮电大学,重庆,重庆市教育委员会,工科,本科,106.607808,29.531873
重庆交通大学,重庆,重庆市教育委员会,工科,本科/高职(专科),106.572830,29.489235
重庆医科大学,重庆,重庆市教育委员会,医药,本科/高职(专科),106.503961,29.535601
西南大学,重庆,教育部,综合,本科,106.419098,29.820271
重庆师范大学,重庆,重庆市教育委员会,师范,本科/高职(专科),106.455440,29.558220
重庆文理学院,重庆,重庆市教育委员会,综合,本科/高职(专科),105.938205,29.350618
重庆三峡学院,重庆,重庆市教育委员会,综合,本科/高职(专科),108.383511,30.794618
长江师范学院,重庆,重庆市教育委员会,师范,本科/高职(专科),107.390884,29.701571
四川外国语大学,重庆,重庆市教育委员会,语言,本科/高职(专科),103.579726,30.828196
西南政法大学,重庆,重庆市教育委员会,政法,本科,106.590179,29.661867
四川美术学院,重庆,重庆市教育委员会,艺术,本科/高职(专科),104.165354,30.609709
重庆航天职业技术学院,重庆,重庆市教育委员会,综合,高职(专科),106.505883,29.575802
重庆科技学院,重庆,重庆市教育委员会,工科,本科/高职(专科),106.319005,29.587767
重庆理工大学,重庆,重庆市教育委员会,工科,本科/高职(专科),106.530257,29.452519
重庆工商大学,重庆,重庆市教育委员会,综合,本科/高职(专科),106.467730,29.561465
重庆电力高等专科学校,重庆,重庆市教育委员会,工科,高职(专科),106.533430,29.486405
重庆工业职业技术学院,重庆,重庆市教育委员会,工科,高职(专科),106.639777,29.772691
重庆三峡职业学院,重庆,重庆市教育委员会,综合,高职(专科),108.394482,30.757153
重庆工贸职业技术学院,重庆,重庆市教育委员会,综合,高职(专科),107.363030,29.645933
重庆机电职业技术大学,重庆,重庆市教育委员会,工科,高职(专科),106.238780,29.555380
重庆工程学院,重庆,重庆市教育委员会,工科,本科/高职(专科),106.595706,29.423058
重庆电子工程职业学院,重庆,重庆市教育委员会,工科,高职(专科),106.324628,29.620625
重庆大学城市科技学院,重庆,重庆市教育委员会,综合,本科/高职(专科),105.884140,29.392160
重庆海联职业技术学院,重庆,重庆市教育委员会,综合,高职(专科),106.601399,29.679971
重庆信息技术职业学院,重庆,重庆市教育委员会,工科,高职(专科),108.379204,30.787655
重庆传媒职业学院,重庆,重庆市教育委员会,工科,高职(专科),106.073765,29.853790
重庆警察学院,重庆,重庆市教育委员会,政法,本科,106.319584,29.625664
重庆城市管理职业学院,重庆,重庆市教育委员会,综合,高职(专科),106.303479,29.577174
重庆工程职业技术学院,重庆,重庆市教育委员会,工科,高职(专科),106.639777,29.772691
重庆房地产职业学院,重庆,重庆市教育委员会,综合,高职(专科),106.328360,29.617869
重庆人文科技学院,重庆,重庆市教育委员会,综合,本科/高职(专科),106.412405,29.968891
四川外国语大学重庆南方翻译学院,重庆,重庆市教育委员会,语言,本科/高职(专科),103.579726,30.828196
重庆师范大学涉外商贸学院,重庆,重庆市教育委员会,财经,本科/高职(专科),106.246129,29.996408
重庆工商大学融智学院,重庆,重庆市教育委员会,财经,本科,106.461066,29.659280
重庆工商大学派斯学院,重庆,重庆市教育委员会,财经,本科/高职(专科),106.263424,30.005601
重庆邮电大学移通学院,重庆,重庆市教育委员会,工科,本科/高职(专科),106.238794,29.999274
重庆城市职业学院,重庆,重庆市教育委员会,综合,高职(专科),105.942259,29.325677
重庆水利电力职业技术学院,重庆,重庆市教育委员会,工科,高职(专科),105.933768,29.366782
重庆工商职业学院,重庆,重庆市教育委员会,综合,高职(专科),106.223301,30.001529
重庆应用技术职业学院,重庆,重庆市教育委员会,综合,高职(专科),106.233853,30.005629
重庆三峡医药高等专科学校,重庆,重庆市教育委员会,医药,高职(专科),108.445290,30.753483
重庆医药高等专科学校,重庆,重庆市教育委员会,医药,高职(专科),106.315518,29.626408
重庆青年职业技术学院,重庆,重庆市教育委员会,综合,高职(专科),106.377275,29.780338
重庆财经职业学院,重庆,重庆市教育委员会,财经,高职(专科),105.889612,29.367522
重庆科创职业学院,重庆,重庆市教育委员会,工科,高职(专科),105.877592,29.373706
重庆建筑工程职业学院,重庆,重庆市教育委员会,工科,高职(专科),106.665062,29.550089
重庆电讯职业学院,重庆,重庆市教育委员会,工科,高职(专科),106.280381,29.410896
重庆能源职业学院,重庆,重庆市教育委员会,综合,高职(专科),106.306737,29.423928
重庆商务职业学院,重庆,重庆市教育委员会,综合,高职(专科),106.310865,29.636515
重庆交通职业学院,重庆,重庆市教育委员会,工科,高职(专科),106.286308,29.405641
重庆化工职业学院,重庆,重庆市教育委员会,综合,高职(专科),106.524207,29.570129
重庆旅游职业学院,重庆,重庆市教育委员会,综合,高职(专科),108.819749,29.506878
重庆安全技术职业学院,重庆,重庆市教育委员会,工科,高职(专科),108.450076,30.756802
重庆公共运输职业学院,重庆,重庆市教育委员会,工科,高职(专科),106.277405,29.406792
重庆艺术工程职业学院,重庆,重庆市教育委员会,艺术,高职(专科),106.673302,29.527509
重庆轻工职业学院,重庆,重庆市教育委员会,工科,高职(专科),106.372062,29.534032
重庆电信职业学院,重庆,重庆市教育委员会,工科,高职(专科),105.786143,29.510911
重庆经贸职业学院,重庆,重庆市教育委员会,财经,高职(专科),108.830122,29.527077
重庆第二师范学院,重庆,重庆市教育委员会,师范,本科,106.576142,29.510449
重庆幼儿师范高等专科学校,重庆,重庆市教育委员会,师范,高职(专科),108.368835,30.871144
重庆文化艺术职业学院,重庆,重庆市教育委员会,艺术,高职(专科),106.544953,29.583460
重庆科技职业学院,重庆,重庆市教育委员会,综合,高职(专科),108.372013,30.749709
重庆资源与环境保护职业学院,重庆,重庆市教育委员会,综合,高职(专科),105.702493,29.688139
重庆护理职业学院,重庆,重庆市教育委员会,医药,高职(专科),106.233676,29.446497
陆军军医大学,重庆,中央军委训练管理部,综合,本科,115.637337,23.068914
陆军勤务学院,重庆,中央军委训练管理部,综合,本科,115.637337,23.068914
四川大学,四川,教育部,综合,本科,104.083748,30.630869
西南交通大学,四川,教育部,工科,本科,103.445503,29.575670
电子科技大学,四川,教育部,工科,本科,108.375046,30.790291
西南石油大学,四川,四川省教育厅,工科,本科/高职(专科),104.183563,30.821791
成都理工大学,四川,四川省教育厅,工科,本科/高职(专科),104.147257,30.674912
西南科技大学,四川,四川省教育厅,工科,本科/高职(专科),104.686440,31.534838
成都信息工程大学,四川,四川省教育厅,工科,本科/高职(专科),103.917516,30.683908
四川轻化工大学,四川,四川省教育厅,工科,本科/高职(专科), , 
西华大学,四川,四川省教育厅,综合,本科/高职(专科), , 
中国民用航空飞行学院,四川,中国民用航空局,工科,本科/高职(专科),104.307564,30.950354
四川农业大学,四川,四川省教育厅,农业,本科/高职(专科),103.861662,30.705207
西昌学院,四川,四川省教育厅,综合,本科/高职(专科),102.215475,27.948200
西南医科大学,四川,四川省教育厅,医药,本科/高职(专科),112.748917,37.676571
成都中医药大学,四川,四川省教育厅,医药,本科/高职(专科),104.043284,30.666864
川北医学院,四川,四川省教育厅,医药,本科/高职(专科),106.127930,30.779049
四川师范大学,四川,四川省教育厅,师范,本科/高职(专科),104.124289,30.607538
西华师范大学,四川,四川省教育厅,师范,本科/高职(专科), , 
绵阳师范学院,四川,四川省教育厅,师范,本科/高职(专科),104.598090,31.453695
内江师范学院,四川,四川省教育厅,师范,本科/高职(专科),105.050952,29.588901
宜宾学院,四川,四川省教育厅,综合,本科/高职(专科),104.613450,28.794210
四川文理学院,四川,四川省教育厅,综合,本科/高职(专科),104.163909,30.614124
阿坝师范学院,四川,四川省教育厅,师范,高职(专科),103.416773,30.924117
乐山师范学院,四川,四川省教育厅,师范,本科/高职(专科),103.750816,29.559643
西南财经大学,四川,教育部,财经,本科,116.361839,39.988369
成都体育学院,四川,四川省教育厅,体育,本科,104.041606,30.648457
四川音乐学院,四川,四川省教育厅,艺术,本科/高职(专科),104.078293,30.637930
西南民族大学,四川,国家民族事务委员会,民族,本科/高职(专科),103.969765,30.564861
成都大学,四川,四川省教育厅,综合,本科/高职(专科),104.189026,30.651446
成都工业学院,四川,四川省教育厅,工科,本科,103.882116,30.787674
攀枝花学院,四川,四川省教育厅,综合,本科/高职(专科),101.725767,26.568038
四川旅游学院,四川,四川省教育厅,综合,本科/高职(专科),104.279019,30.580538
成都纺织高等专科学校,四川,四川省教育厅,工科,高职(专科),103.956138,30.757293
四川民族学院,四川,四川省教育厅,师范,本科/高职(专科), , 
民办四川天一学院,四川,四川省教育厅,财经,高职(专科),104.462664,30.849736
四川警察学院,四川,四川省教育厅,政法,本科/高职(专科), , 
成都航空职业技术学院,四川,四川省教育厅,综合,高职(专科),104.239893,30.529502
四川电力职业技术学院,四川,四川省教育厅,工科,高职(专科),104.034685,30.663816
成都职业技术学院,四川,四川省教育厅,综合,高职(专科),104.062077,30.592851
成都东软学院,四川,四川省教育厅,工科,本科,103.596471,30.888439
四川化工职业技术学院,四川,四川省教育厅,工科,高职(专科),103.817968,30.690452
四川水利职业技术学院,四川,四川省教育厅,工科,高职(专科),103.615133,30.989556
南充职业技术学院,四川,四川省教育厅,综合,高职(专科),106.153231,30.845502
内江职业技术学院,四川,四川省教育厅,综合,高职(专科),105.125584,29.609495
四川航天职业技术学院,四川,四川省教育厅,工科,高职(专科),104.265154,30.555225
四川邮电职业技术学院,四川,四川省教育厅,工科,高职(专科),104.124075,30.619764
四川机电职业技术学院,四川,四川省教育厅,工科,高职(专科), , 
绵阳职业技术学院,四川,四川省教育厅,工科,高职(专科),104.483939,31.609784
四川交通职业技术学院,四川,四川省教育厅,工科,高职(专科),103.816187,30.688097
四川工商职业技术学院,四川,四川省教育厅,工科,高职(专科),103.695988,30.912732
四川工程职业技术学院,四川,四川省教育厅,工科,高职(专科), , 
四川建筑职业技术学院,四川,四川省教育厅,工科,高职(专科),104.262001,30.823773
达州职业技术学院,四川,四川省教育厅,综合,高职(专科),107.531410,31.281096
四川托普信息技术职业学院,四川,四川省教育厅,工科,高职(专科),103.923716,30.781189
四川国际标榜职业学院,四川,四川省教育厅,艺术,高职(专科),104.298740,30.597760
成都农业科技职业学院,四川,四川省教育厅,农业,高职(专科),103.815530,30.699127
宜宾职业技术学院,四川,四川省教育厅,综合,高职(专科),104.576806,28.718425
泸州职业技术学院,四川,四川省教育厅,综合,高职(专科),105.408543,28.913244
眉山职业技术学院,四川,四川省教育厅,综合,高职(专科),103.886963,30.066149
成都艺术职业大学,四川,四川省教育厅,艺术,高职(专科),103.885547,30.487618
四川职业技术学院,四川,四川省教育厅,综合,高职(专科),104.310318,30.613320
乐山职业技术学院,四川,四川省教育厅,综合,高职(专科),103.742873,29.557878
雅安职业技术学院,四川,四川省教育厅,综合,高职(专科),103.051828,30.018898
电子科技大学成都学院,四川,四川省教育厅,工科,本科/高职(专科),104.197787,30.824002
成都理工大学工程技术学院,四川,四川省教育厅,工科,本科/高职(专科),104.147257,30.674912
四川传媒学院,四川,四川省教育厅,艺术,本科/高职(专科),103.985790,30.823188
成都信息工程大学银杏酒店管理学院,四川,四川省教育厅,财经,本科/高职(专科),103.959865,30.786840
成都文理学院,四川,四川省教育厅,师范,本科/高职(专科),104.460615,30.846771
四川工商学院,四川,四川省教育厅,综合,本科/高职(专科),103.987616,30.819582
四川外国语大学成都学院,四川,四川省教育厅,语言,本科/高职(专科),103.578107,30.828650
成都医学院,四川,四川省教育厅,医药,本科/高职(专科),104.201458,30.818082
四川商务职业学院,四川,四川省教育厅,财经,高职(专科),103.924967,30.690033
四川司法警官职业学院,四川,四川省教育厅,政法,高职(专科), , 
广安职业技术学院,四川,四川省教育厅,师范,高职(专科),106.665091,30.460648
四川信息职业技术学院,四川,四川省教育厅,工科,高职(专科),103.922333,30.781606
四川工业科技学院,四川,四川省教育厅,综合,高职(专科),104.075931,30.651651
四川大学锦城学院,四川,四川省教育厅,综合,本科,103.950056,30.725526
四川文化传媒职业学院,四川,四川省教育厅,艺术,高职(专科),103.677823,30.613740
四川华新现代职业学院,四川,四川省教育厅,综合,高职(专科),104.234995,30.649663
四川铁道职业学院,四川,四川省教育厅,综合,高职(专科),104.075931,30.651651
四川艺术职业学院,四川,四川省教育厅,艺术,高职(专科),104.079896,30.639819
四川中医药高等专科学校,四川,四川省教育厅,医药,高职(专科), , 
西南财经大学天府学院,四川,四川省教育厅,财经,本科/高职(专科),104.191582,30.703318
四川大学锦江学院,四川,四川省教育厅,综合,本科,103.950082,30.725118
四川文化艺术学院,四川,四川省教育厅,艺术,本科,103.992903,30.582854
西南科技大学城市学院,四川,四川省教育厅,工科,本科/高职(专科),104.795105,31.444380
四川科技职业学院,四川,四川省教育厅,工科,高职(专科),103.978710,30.822915
四川文化产业职业学院,四川,四川省教育厅,综合,高职(专科),104.037909,30.518852
四川财经职业学院,四川,四川省教育厅,财经,高职(专科),104.212170,30.579713
四川城市职业学院,四川,四川省教育厅,工科,高职(专科),104.163635,30.609558
四川现代职业学院,四川,四川省教育厅,工科,高职(专科),103.997268,30.515881
四川幼儿师范高等专科学校,四川,四川省教育厅,师范,高职(专科), , 
西南交通大学希望学院,四川,四川省教育厅,综合,本科,106.047836,30.747162
四川长江职业学院,四川,四川省教育厅,工科,高职(专科),104.163349,30.645327
四川三河职业学院,四川,四川省教育厅,综合,高职(专科),103.999726,30.518788
成都师范学院,四川,四川省教育厅,师范,本科,103.828873,30.676146
川北幼儿师范高等专科学校,四川,四川省教育厅,师范,高职(专科),105.891548,32.417053
四川卫生康复职业学院,四川,四川省教育厅,医药,高职(专科), , 
四川电影电视学院,四川,四川省教育厅,艺术,本科/高职(专科),103.598149,30.513237
四川汽车职业技术学院,四川,四川省教育厅,工科,高职(专科), , 
巴中职业技术学院,四川,四川省教育厅,综合,高职(专科),106.840111,31.871604
四川希望汽车职业学院,四川,四川省教育厅,工科,高职(专科), , 
四川电子机械职业技术学院,四川,四川省教育厅,工科,高职(专科), , 
四川文轩职业学院,四川,四川省教育厅,综合,高职(专科),103.548963,30.605569
川南幼儿师范高等专科学校,四川,四川省教育厅,师范,高职(专科),105.258698,29.352526
四川护理职业学院,四川,四川省教育厅,医药,高职(专科),104.263507,30.569478
成都工业职业技术学院,四川,四川省教育厅,工科,高职(专科),104.138307,30.830874
四川西南航空职业学院,四川,四川省教育厅,艺术,高职(专科),104.461298,30.863291
成都工贸职业技术学院,四川,四川省教育厅,工科,高职(专科),103.962260,30.790267
四川应用技术职业学院,四川,四川省教育厅,综合,高职(专科),104.075931,30.651651
西昌民族幼儿师范高等专科学校,四川,四川省教育厅,师范,高职(专科),102.267006,27.882057
眉山药科职业学院,四川,四川省教育厅,工科,高职(专科),103.848538,30.075439
天府新区信息职业学院,四川,四川省教育厅,综合,高职(专科),106.498573,29.863031
德阳城市轨道交通职业学院,四川,四川省教育厅,综合,高职(专科),104.170696,31.107037
德阳科贸职业学院,四川,四川省教育厅,综合,高职(专科),104.397894,31.126855
江阳城建职业学院,四川,四川省教育厅,综合,高职(专科),105.445926,28.871265
天府新区航空旅游职业学院,四川,四川省教育厅,综合,高职(专科),106.498573,29.863031
天府新区通用航空职业学院,四川,四川省教育厅,综合,高职(专科),106.498573,29.863031
阿坝职业学院,四川,四川省教育厅,综合,高职(专科),102.224653,31.899413
达州中医药职业学院,四川,四川省教育厅,医药,高职(专科),107.468023,31.209571
内江卫生与健康职业学院,四川,四川省教育厅,综合,高职(专科),105.127895,29.601324
南充科技职业学院,四川,四川省教育厅,工科,高职(专科), , 
攀枝花攀西职业学院,四川,四川省教育厅,综合,高职(专科),101.718637,26.582347
资阳口腔职业学院,四川,四川省教育厅,综合,高职(专科),104.627636,30.128901
资阳环境科技职业学院,四川,四川省教育厅,综合,高职(专科),104.627636,30.128901
电子科技大学(沙河校区),四川,教育部,工科,本科, , 
中国工程物理研究院职工工学院,四川,四川省教育厅,工科,高职(专科),104.759193,31.486753
广元中核职业技术学院,四川,四川省教育厅,综合,高职(专科),105.843357,32.435435
四川体育职业学院,四川,四川省教育厅,体育,高职(专科),104.075931,30.651651
武警警官学院,四川,中央军委训练管理部,综合,本科,116.292999,39.959202
贵州大学,贵州,贵州省教育厅,综合,本科/高职(专科),106.676788,26.444380
贵州医科大学,贵州,贵州省教育厅,医药,本科/高职(专科),106.632167,26.376956
遵义医科大学,贵州,贵州省教育厅,医药,本科/高职(专科), , 
贵州中医药大学,贵州,贵州省教育厅,医药,本科/高职(专科),106.637000,26.370750
贵州师范大学,贵州,贵州省教育厅,师范,本科/高职(专科),106.632447,26.386807
遵义师范学院,贵州,贵州省教育厅,师范,本科/高职(专科),106.915237,27.704388
铜仁学院,贵州,贵州省教育厅,综合,本科/高职(专科),109.222160,27.786767
兴义民族师范学院,贵州,贵州省教育厅,师范,本科/高职(专科),104.972376,25.161662
安顺学院,贵州,贵州省教育厅,综合,本科/高职(专科),105.901043,26.243851
贵州工程应用技术学院,贵州,贵州省教育厅,师范,本科/高职(专科),106.707410,26.598194
凯里学院,贵州,贵州省教育厅,综合,本科/高职(专科),107.892324,26.524356
黔南民族师范学院,贵州,贵州省教育厅,师范,本科/高职(专科),107.521608,26.293492
贵州财经大学,贵州,贵州省教育厅,财经,本科/高职(专科),106.721296,26.614116
贵州民族大学,贵州,贵州省教育厅,民族,本科/高职(专科),106.671289,26.461347
贵阳学院,贵州,贵州省教育厅,综合,本科/高职(专科),106.773567,26.556246
六盘水师范学院,贵州,贵州省教育厅,师范,本科/高职(专科),104.821837,26.576646
黔南民族医学高等专科学校,贵州,贵州省教育厅,医药,高职(专科),107.525677,26.237577
贵州商学院,贵州,贵州省教育厅,财经,本科,106.628762,26.726425
贵州警察学院,贵州,贵州省教育厅,政法,高职(专科),106.777182,26.553147
贵州交通职业技术学院,贵州,贵州省教育厅,工科,高职(专科),106.658901,26.605605
贵州航天职业技术学院,贵州,贵州省教育厅,工科,高职(专科),106.706813,26.478084
贵州电子信息职业技术学院,贵州,贵州省教育厅,工科,高职(专科), , 
安顺职业技术学院,贵州,贵州省教育厅,综合,高职(专科),105.945040,26.239877
黔东南民族职业技术学院,贵州,贵州省教育厅,综合,高职(专科),107.900146,26.527138
黔南民族职业技术学院,贵州,贵州省教育厅,综合,高职(专科),107.456524,26.303070
遵义职业技术学院,贵州,贵州省教育厅,综合,高职(专科),107.045140,27.711211
贵州城市职业学院,贵州,贵州省教育厅,综合,高职(专科),106.666758,26.398447
贵州工业职业技术学院,贵州,贵州省教育厅,工科,高职(专科),106.647397,26.603887
贵州电力职业技术学院,贵州,贵州省教育厅,工科,高职(专科),106.433340,26.546407
六盘水职业技术学院,贵州,贵州省教育厅,综合,高职(专科),104.792923,26.608247
铜仁职业技术学院,贵州,贵州省教育厅,综合,高职(专科),109.211266,27.776635
贵州中医药大学时珍学院,贵州,贵州省教育厅,医药,本科,106.746191,26.477725
贵州财经大学商务学院,贵州,贵州省教育厅,财经,本科,106.722250,26.612660
贵州大学科技学院,贵州,贵州省教育厅,综合,本科,106.672446,26.420933
贵州大学明德学院,贵州,贵州省教育厅,综合,本科,106.738337,26.616488
贵州民族大学人文科技学院,贵州,贵州省教育厅,民族,本科,106.670804,26.468768
贵州师范大学求是学院,贵州,贵州省教育厅,师范,本科,106.625799,26.713203
遵义医科大学医学与科技学院,贵州,贵州省教育厅,医药,本科, , 
贵州医科大学神奇民族医药学院,贵州,贵州省教育厅,医药,本科,106.782041,26.562244
黔西南民族职业技术学院,贵州,贵州省教育厅,综合,高职(专科), , 
贵州轻工职业技术学院,贵州,贵州省教育厅,工科,高职(专科),106.625863,26.386667
遵义医药高等专科学校,贵州,贵州省教育厅,医药,高职(专科),107.073023,27.729552
贵阳护理职业学院,贵州,贵州省教育厅,医药,高职(专科),106.604016,26.614067
贵阳职业技术学院,贵州,贵州省教育厅,工科,高职(专科),106.603585,26.618908
毕节职业技术学院,贵州,贵州省教育厅,工科,高职(专科),105.433254,27.216954
贵州师范学院,贵州,贵州省教育厅,师范,本科/高职(专科),106.796892,26.642097
贵州职业技术学院,贵州,贵州省教育厅,综合,高职(专科),106.603681,26.605364
贵州盛华职业学院,贵州,贵州省教育厅,综合,高职(专科), , 
贵州工商职业学院,贵州,贵州省教育厅,财经,高职(专科),106.452057,26.555683
贵州理工学院,贵州,贵州省教育厅,工科,本科,106.657950,26.559262
贵阳幼儿师范高等专科学校,贵州,贵州省教育厅,师范,高职(专科),106.476750,26.586022
铜仁幼儿师范高等专科学校,贵州,贵州省教育厅,师范,高职(专科),109.230612,27.792321
黔南民族幼儿师范高等专科学校,贵州,贵州省教育厅,师范,高职(专科),106.497432,25.890031
毕节医学高等专科学校,贵州,贵州省教育厅,医药,高职(专科),105.437852,27.231869
贵州建设职业技术学院,贵州,贵州省教育厅,工科,高职(专科),106.467856,26.584685
毕节幼儿师范高等专科学校,贵州,贵州省教育厅,师范,高职(专科),105.431254,27.211433
贵州农业职业学院,贵州,贵州省教育厅,农业,高职(专科),106.433300,26.579181
贵州工程职业学院,贵州,贵州省教育厅,工科,高职(专科),106.707410,26.598194
贵州工贸职业学院,贵州,贵州省教育厅,综合,高职(专科),106.707410,26.598194
贵州水利水电职业技术学院,贵州,贵州省教育厅,工科,高职(专科),106.465645,26.557289
贵州电子商务职业技术学院,贵州,贵州省教育厅,综合,高职(专科),106.430103,26.584559
贵州应用技术职业学院,贵州,贵州省教育厅,工科,高职(专科),106.707410,26.598194
贵州电子科技职业学院,贵州,贵州省教育厅,工科,高职(专科),106.513754,26.391709
贵州装备制造职业学院,贵州,贵州省教育厅,工科,高职(专科),106.468038,26.588705
贵州健康职业学院,贵州,贵州省教育厅,综合,高职(专科),106.707410,26.598194
贵州食品工程职业学院,贵州,贵州省教育厅,工科,高职(专科),106.423796,26.571820
贵州经贸职业技术学院,贵州,贵州省教育厅,财经,高职(专科),106.707410,26.598194
贵州护理职业技术学院,贵州,贵州省教育厅,医药,高职(专科),106.603404,26.614674
茅台学院,贵州,贵州省教育厅,综合,本科,106.384460,27.853313
六盘水幼儿师范高等专科学校,贵州,贵州省教育厅,师范,高职(专科),104.830359,26.592666
毕节工业职业技术学院,贵州,贵州省教育厅,综合,高职(专科),105.283992,27.302589
贵州航空职业技术学院,贵州,贵州省教育厅,工科,高职(专科),106.703906,26.522163
云南大学,云南,云南省教育厅,综合,本科,102.700578,25.052952
昆明理工大学,云南,云南省教育厅,工科,本科/高职(专科),102.856572,24.852559
云南农业大学,云南,云南省教育厅,农业,本科/高职(专科),102.744546,25.127789
西南林业大学,云南,云南省教育厅,林业,本科,103.986214,30.699631
昆明医科大学,云南,云南省教育厅,医药,本科,102.827305,24.841557
大理大学,云南,云南省教育厅,综合,本科/高职(专科),100.156044,25.673575
云南中医药大学,云南,云南省教育厅,医药,本科/高职(专科),102.822275,24.839600
云南师范大学,云南,云南省教育厅,师范,本科/高职(专科),102.696043,25.056072
昭通学院,云南,云南省教育厅,师范,本科,103.737602,27.356476
曲靖师范学院,云南,云南省教育厅,师范,本科/高职(专科),103.752175,25.524454
普洱学院,云南,云南省教育厅,师范,本科/高职(专科),100.999397,22.768602
保山学院,云南,云南省教育厅,师范,本科/高职(专科),99.161480,25.135116
红河学院,云南,云南省教育厅,综合,本科,103.424837,23.349713
云南财经大学,云南,云南省教育厅,财经,本科/高职(专科),102.719030,25.082314
云南艺术学院,云南,云南省教育厅,艺术,本科/高职(专科),102.826589,24.831905
云南民族大学,云南,云南省教育厅,民族,本科/高职(专科),102.854085,24.841741
玉溪师范学院,云南,云南省教育厅,师范,本科/高职(专科),102.563459,24.339312
楚雄师范学院,云南,云南省教育厅,师范,本科/高职(专科),101.550356,25.026218
云南警官学院,云南,云南省教育厅,政法,本科,102.691322,25.076191
昆明学院,云南,云南省教育厅,综合,本科/高职(专科),102.680283,25.029425
文山学院,云南,云南省教育厅,师范,本科/高职(专科),104.246888,23.353363
昆明冶金高等专科学校,云南,云南省教育厅,工科,高职(专科),102.441427,24.882632
云南国土资源职业学院,云南,云南省教育厅,工科,高职(专科),102.780733,25.001210
云南交通职业技术学院,云南,云南省教育厅,工科,高职(专科),102.674949,25.072748
昆明工业职业技术学院,云南,云南省教育厅,工科,高职(专科),102.490685,24.898164
云南农业职业技术学院,云南,云南省教育厅,农业,高职(专科),102.978441,25.166598
云南司法警官职业学院,云南,云南省教育厅,政法,高职(专科),102.901985,25.068447
云南文化艺术职业学院,云南,云南省教育厅,艺术,高职(专科),102.635022,24.971197
云南体育运动职业技术学院,云南,云南省教育厅,体育,高职(专科),102.682397,24.964675
云南经济管理学院,云南,云南省教育厅,财经,本科,102.648706,25.086601
云南科技信息职业学院,云南,云南省教育厅,工科,高职(专科),102.798007,25.081589
西双版纳职业技术学院,云南,云南省教育厅,综合,高职(专科),100.789458,22.006575
昆明艺术职业学院,云南,云南省教育厅,艺术,高职(专科),102.711348,24.933117
玉溪农业职业技术学院,云南,云南省教育厅,农业,高职(专科),102.500419,24.239496
云南能源职业技术学院,云南,云南省教育厅,工科,高职(专科), , 
云南大学滇池学院,云南,云南省教育厅,综合,本科,102.673779,24.972536
云南大学旅游文化学院,云南,云南省教育厅,综合,本科,102.700578,25.052952
云南师范大学商学院,云南,云南省教育厅,综合,本科,103.009662,25.234459
昆明医科大学海源学院,云南,云南省教育厅,医药,本科,102.992984,25.241566
云南艺术学院文华学院,云南,云南省教育厅,艺术,本科,102.678710,25.056028
云南师范大学文理学院,云南,云南省教育厅,工科,本科,102.717223,25.088633
昆明理工大学津桥学院,云南,云南省教育厅,工科,本科,102.653949,25.072815
云南国防工业职业技术学院,云南,云南省教育厅,工科,高职(专科),102.830097,24.820936
云南机电职业技术学院,云南,云南省教育厅,工科,高职(专科),102.732127,25.145792
云南林业职业技术学院,云南,云南省教育厅,林业,高职(专科),102.773384,25.094453
